Intensity,Wavelength (Å),Spectrum,Reference
300 P,3940.51,Rb II,R75
20,3941.499,Cr I,K53
400 P,3941.51,Nd II,MCS75
90,3941.8,Gd I,MCS75
300,3941.874,Sm II,K35
1000,3942.025,Cm I,WHGC76
600 P,3942.157,Ce II,C73
120,3942.63,Gd I,MCS75
60,3942.72,Rh I,MCS75
800 P,3942.746,Ce II,C73
30,3943.67,Nb I,MCS75
400 P,3943.8161,U I,PKE80
200,3943.881,Ce II,C73
500 P,3944.006,Al I,KM91b
1000,3944.146,Cm I,WHGC76
300,3944.21,Pm II,RCWM80
250 P,3944.42,Er I,M64b
500 P,3944.679,Dy II,NG00
300,3945.54,Gd I,MCS75
70,3945.586,Ru I,K59
25,3946.097,Ar II,N73
400 c,3946.57,Tc I,BMC67
200,3947.09,Tc I,BMC67
60,3947.29,O I,M75b
50,3947.48,O I,M75b
50,3947.59,O I,M75b
140 c,3947.63,Pr II,MCS75
140,3947.769,Ti I,F91
40,3948.062,Er I,M64b
200,3948.113,Sm II,K35
9,3948.3881,Pt I,SRSA92
600 P,3948.67,Ti I,F91
1000,3948.683,Cm I,WHGC76
1,3948.979,Ar I,N73
1000 P,3949.1,La II,MCS75
150,3949.27,Tm I,SMC73
150 c,3949.43,Pr II,MCS75
40,3950.23,Ru I,K59
300,3950.349,Y II,NJK91
25,3950.56,Ho I,MCS75
400 P,3951.16,Nd II,MCS75
200,3951.83,Hf I,MCS75
300,3951.887,Sm I,K35
150,3952.2,Nd II,MCS75
900 P,3952.545,Ce II,C73
200 l,3952.576,Am II,FT57
300 s,3952.62,Pa II,BW92b
1000,3953.362,Cm I,WHGC76
120,3953.37,Gd I,MCS75
150 c,3953.51,Pr II,MCS75
70,3955.73,Ho I,MCS75
20,3955.85,N II,M75a
300,3956.275,Ce II,C73
600 P,3956.334,Ti I,F91
25,3956.416,Er I,M64b
70,3956.75,Pr II,MCS75
140,3957.67,Gd II,MCS75
1000 P,3957.74,Pm II,RCWM80
40,3957.791,Dy II,NG00
"1000 P,l",3957.85,Pa II,BW92b
110,3958.0,Nd II,MCS75
150,3958.1,Tm II,MCS75
700 P,3958.201,Ti I,F91
150,3958.22,Zr II,J98
400,3958.86,Rh I,MCS75
200,3959.3,Th I,PE83
500 P,3959.44,Pr I,MCS75
90*,3959.44,Gd II,MCS75
40,3959.51,Cs II,S81
90*,3959.52,Gd II,MCS75
60,3959.68,Ho I,MCS75
200,3960.913,Ce II,C73
1000 P,3961.52,Al I,KM91b
90,3962.21,Nd II,MCS75
14 w,3962.35,In II,PC38
90,3962.45,Pr II,MCS75
25,3962.59,Dy I,NG00
120,3962.851,Ti I,F91
400*,3962.98,Sm II,RAVS90
400*,3963.03,Sm II,RAVS90
250,3963.12,Nd II,MCS75
30,3963.63,Os I,MCS75
90,3963.694,Cr I,K53
110,3964.2064,U I,PKE80
110,3964.26,Pr II,MCS75
120,3964.269,Ti I,F91
20,3964.729,He I,M60a
300 c,3964.81,Pr II,MCS75
1000,3964.827,Cm I,WHGC76
25,3965.2,Cs II,S81
60 d,3966.09,Nb I,MCS75
120,3966.28,Gd I,MCS75
100,3966.357,Pt I,SRSA92
120,3966.5211,U II,SPMR72
110 c,3966.57,Pr II,MCS75
140,3966.659,Zr I,J98
200,3967.044,Ce II,C73
700 P,3967.3921,Th I,PE83
300,3968.256,Zr I,J98
70,3968.26,Gd II,MCS75
600 P,3968.384,Dy II,NG00
60,3968.46,Lu I,MCS75
1000 P,3968.4673,Ca II,L99
150,3969.0,Gd I,MCS75
80,3969.748,Cr I,K53
300 s,3970.07,Pa II,BW92b
8,3970.072,H I,RCWM80
200,3970.528,Sm II,K35
100,3971.16,Pr II,MCS75
400,3971.397,Sm II,K35
60,3971.67,Pr II,MCS75
"500 P,c,w",3971.96,Eu II,MCS75
120 c,3972.14,Pr II,MCS75
300,3972.1545,Th I,PE83
80,3972.71,Gd I,MCS75
200 P,3973.036,Er I,M64b
400 P,3973.2562,O II,MKM93
200,3973.3,Nd II,MCS75
200,3973.502,Zr I,J98
250 P,3973.575,Er I,M64b
140,3973.69,Nd II,MCS75
70,3973.98,Gd II,MCS75
20,3974.25,Cs II,S81
400,3974.665,Sm I,K35
130,3974.719,Er II,M64b
60,3974.85,Pr II,MCS75
60,3975.294,Zr I,J98
40,3975.31,Rh I,MCS75
25,3975.88,Ho I,MCS75
250,3976.27,Sm II,K35
30,3976.31,Ir I,MCS75
250,3976.43,Sm II,K35
80,3976.674,Cr I,K53
"400 P,d",3976.845,Tb II,B01
140,3976.85,Nd II,MCS75
40 c,3976.93,Ho I,MCS75
60,3977.019,Er I,M64b
25,3977.23,Os I,MCS75
11 c,3978.15,Rb II,R75
50,3978.449,Ru I,K59
120,3978.564,Dy II,NG00
250,3979.2,Sm II,K35
150,3979.33,Gd I,MCS75
7,3979.356,Ar II,N73
50,3979.42,Ru I,K59
140,3979.49,Nd II,MCS75
250,3980.0896,Th I,PE83
500,3980.38,Br II,K40
500,3980.74,Pm II,RCWM80
9 h,3981.58,Ag I,PZ01
600 P,3981.761,Ti I,F91
300,3981.82,Pa I,BW92b
300,3981.875,Tb II,B01
60,3981.926,Dy II,NG00
1000 P,3982.23,Pa I,BW92b
80,3982.331,Er I,M64b
70,3982.48,Ti I,F91
300 P,3982.592,Y II,NJK91
200,3982.714,O II,MKM93
200,3983.138,Sm II,K35
70,3983.651,Dy II,NG00
50,3983.901,Cr I,K53
"1000 P,c",3983.931,Hg II,SR01
40,3984.21,Dy II,NG00
10,3984.339,Cr I,K53
25,3984.4,Rh I,MCS75
200,3984.671,Ce II,C73
80,3984.862,Ru I,K59
"500 P,c",3984.97,Tc I,BMC67
