Intensity,Wavelength (Å),Spectrum,Reference
800 P,3702.856,Tb II,B01
9,3703.24,Re I,MCS75
1000,3703.279,Bk I,WC78
300 P,3703.574,V I,DA78
70,3703.83,Tc I,BMC67
400 P,3703.93,Tb II,B01
1000 s,3704.015,Bk I,WC78
200,3704.526,F II,P69
150,3704.703,V I,DA78
3,3705.0,He I,M60a
50,3705.038,V I,DA78
120,3705.5659,Fe I,NJLT94
700 P,3706.026,Ca II,ER56
15,3706.5217,Pt I,SRSA92
600 P,3706.7672,Th I,PE83
50,3707.637,Er II,M64b
30,3707.9199,Fe I,NJLT94
90,3707.92,W I,MCS75
40,3708.4731,Pt II,SRSA92
200,3708.654,Sm II,K35
60,3709.2463,Fe I,NJLT94
130,3709.269,Zr II,J98
300,3709.285,Ce II,C73
1000,3709.426,Cm I,WHGC76
9,3709.622,Au I,ED71
150,3709.622,Ne II,P71
40,3709.76,Ho I,MCS75
300,3709.926,Ce II,C73
40,3709.957,Ti I,F91
1000 P,3710.287,Y II,NJK91
500,3711.07,Na II,W71
1000 s,3711.135,Bk II,WC78
70,3711.3041,Th II,PE83
20,3711.34,Nb I,MCS75
800,3711.72,Pm II,RCWM80
200 d,3711.768,Tb II,B01
80,3712.26,Tc I,BMC67
50,3712.391,Er II,M64b
300,3712.7,Gd II,MCS75
50,3712.88,Ho I,MCS75
1000,3712.929,Bk I,WC78
200,3713.01,Nb I,MCS75
100,3713.02,Rh I,MCS75
250,3713.079,Ne II,P71
110,3713.5546,U I,SPMR72
400 P,3713.57,Gd I,MCS75
50,3713.982,Pb II,WRSH74
60,3714.05,Pr II,MCS75
120 d,3714.73,Nd II,MCS75
20 w,3716.14,In II,PC38
150,3716.36,Gd II,MCS75
400,3716.364,Ce II,C73
30,3716.99,Nb I,MCS75
40,3716.998,Ru I,K59
60,3717.391,Ti I,F91
400 P,3717.48,Gd I,MCS75
500,3717.8,Hf I,MCS75
800 P,3717.914,Tm I,SMC73
100 h,3718.02,Kr II,DHM33
12,3718.206,Ar II,N73
70,3718.595,Kr II,HP70a
800 P,3718.86,Tc I,BMC67
200,3718.877,Sm II,K35
80,3719.28,Hf II,MCS75
25,3719.351,Er I,M64b
1000 P,3719.4347,Th I,PE83
200*,3719.45,Gd II,MCS75
200*,3719.53,Gd II,MCS75
600 P,3719.9348,Fe I,NJLT94
800,3720.243,Pu I,BFG84
1000,3720.243,Pu II,BFG84
100 l,3720.56,Es II,WLGC74
50,3720.72,Ho I,MCS75
50,3721.35,Kr II,HP70a
200,3721.8254,Th II,PE83
200,3721.847,Sm II,K35
"1000 P,l",3722.11,Cf II,RCWM80
150,3722.563,Fe I,NJLT94
40,3722.57,Ti I,F91
140,3723.5,Nd II,MCS75
120,3723.67,Tc I,BMC67
150,3724.4,Tc I,BMC67
70,3724.445,Dy II,NG00
80,3724.569,Ti I,F91
"300 P,c,w",3724.94,Eu II,MCS75
100,3725.06,Tm II,MCS75
1000,3725.385,Bk I,WC78
70 P,3725.76,Re I,MCS75
150,3726.01,Pm I,RD67
50,3726.096,Ru I,K59
150,3726.24,Nb I,MCS75
400,3726.35,Tc I,BMC67
800 P,3726.926,Ru I,K59
250,3727.107,Ne II,P71
250,3727.32,O II,MKM93
50,3727.6189,Fe I,NJLT94
15,3727.679,Mo I,WB88
200,3727.9027,Th I,PE83
20,3727.996,Dy I,NG00
1000 P,3728.026,Ru I,K59
130,3728.13,Nd II,MCS75
250,3728.414,Ce II,C73
400,3728.469,Sm II,K35
"1000 P,l",3728.55,Es II,WLGC74
1000,3729.004,Cm I,WHGC76
25,3729.309,Ar II,N73
120,3729.524,Er II,M64b
400,3729.806,Ti I,F91
600 P,3730.432,Ru I,K59
6,3730.805,Cr I,K53
150,3730.84,Gd II,MCS75
500,3731.258,Sm II,K35
30 P,3731.36,Ir II,MCS75
120,3731.4,Ho I,MCS75
8,3732.03,Cr I,K53
40,3732.09,Ho I,MCS75
1000,3732.351,Cm I,WHGC76
11,3732.709,Mo I,WB88
1,3732.86,He I,M60a
120,3733.3176,Fe I,NJLT94
200,3733.79,Hf I,MCS75
250,3734.12,Tm II,MCS75
10,3734.694,Yb I,MT78
700 P,3734.8638,Fe I,NJLT94
300,3735.024,Ga II,IL85
70,3735.28,Rh I,MCS75
15,3735.31,Re I,MCS75
200 d,3735.54,Nd II,MCS75
400,3735.98,Sm II,K35
90,3736.35,Ho I,MCS75
800 P,3736.901,Ca II,ER56
600 P,3737.1316,Fe I,NJLT94
200,3737.141,Sm II,K35
40,3737.27,Rh I,MCS75
15,3737.889,Ar II,N73
120,3738.0405,U II,SPMR72
200,3738.06,Nd II,MCS75
50,3738.162,Er II,M64b
15,3738.42,Nb I,MCS75
700* P,3739.117,Sm II,K35
80,3739.18,Pr II,MCS75
700* P,3739.197,Sm II,K35
60,3739.34,Dy I,NG00
1000,3739.35,Cf I,RCWM80
40,3739.47,Ru I,K59
100,3739.76,Gd I,MCS75
150 P,3739.8,Nb I,MCS75
1000,3739.916,Bk I,WC78
80 P,3739.935,Pb I,WA68
15,3740.1,Re I,MCS75
200,3740.714,Nb II,RCL00
400,3741.06,Ti I,F91
300 P,3741.183,Th II,PE83
200,3741.288,Sm II,K35
6,3741.31,Eu II,MCS75
70,3741.638,Kr II,HP70a
30,3741.644,Ti II,HJLW82
15,3741.78,Nb I,MCS75
300,3742.287,Ru I,K59
110,3742.39,Nb I,MCS75
300,3742.52,Pm II,RCWM80
80,3742.64,Er II,M64b
80,3742.798,Ru I,K59
1000,3743.047,Bk I,WC78
40,3743.3621,Fe I,NJLT94
500 P,3743.47,Gd II,MCS75
25,3743.57,Cr I,K53
300,3743.868,Sm II,K35
30,3743.887,Cr I,K53
