Intensity,Wavelength (Å),Spectrum,Reference
200,1775.016,Pt II,SRSA92
40,1776.5571,Pt I,SRSA92
50,1776.57,Na II,W71
800 P,1777.05,Bi II,WBBF01
600 P,1777.0866,Pt II,SRSA92
20,1777.2783,Pt I,SRSA92
250,1781.8617,Pt II,SRSA92
150 P,1782.76,I I,KC59
800 P,1782.838,P I,S80
600,1783.2,Au II,RW97
80,1785.046,Ge I,KE74
30,1785.8803,Pt II,SRSA92
P,1786.07,Rn I,R30
25,1786.648,Pt I,SRSA92
40,1787.19,Na II,W71
600,1787.406,Bi II,WBBF01
700 P,1787.656,P I,S80
700 P,1791.842,Bi II,WBBF01
"300 P,r",1792.827,Tl II,JKBL96
300,1795.28,Se I,RG34
400,1796.669,Pb II,KT96
40,1798.41,Na II,W71
70,1799.09,I I,KC59
20,1802.9398,Pt I,SRSA92
50,1807.09,Na II,W71
1000 P,1807.311,S I,KM93
30,1808.01288,Si II,GK00
300,1811.201,Sn II,B64
20,1812.8819,Pt I,SRSA92
800 P,1813.878,Ga II,IL85
250,1814.0794,Si I,RAKL67
"400 P,r",1814.776,Tl II,JKBL96
700,1814.964,Sb II,AJK89
40,1816.929,Si II,KE74
300,1817.843,B I,BTG74
15,1817.8736,Pt I,SRSA92
500,1818.348,B I,BTG74
900 P,1820.343,S I,KM93
1000 P,1822.052,Pb II,KT96
500 P,1822.155,Te I,MV75
700 P,1823.728,Bi II,WBBF01
8,1825.3262,Pt I,SRSA92
800 P,1825.894,B I,EL01
13,1826.1377,Pt I,SRSA92
800 P,1826.245,S I,KM93
1000 P,1826.4,B I,EL01
5,1827.934,Mg I,KM91a
600,1828.588,Al II,KM91b
1000 P,1830.38,I I,KC59
25,1833.3875,Pt II,SRSA92
40,1835.0745,Pt II,SRSA92
40,1835.22,Na II,W71
80,1836.5075,Pt II,SRSA92
200,1836.5102,Si I,RAKL67
30,1838.8246,Pt II,SRSA92
80,1839.5258,Pt II,SRSA92
250,1840.061,Ca II,ER56
1,1840.5,Cs II,S81
80 h,1841.328,Ge I,KE74
400,1841.449,Si I,RAKL67
80 h,1842.41,Ge I,KE74
500 P,1842.82,B II,LZJK98
200,1843.77,Si I,RAKL67
200 P,1844.45,I I,KC59
900 P,1845.199,Ga II,IL85
200,1845.5203,Si I,RAKL67
25,1845.7517,Pt I,SRSA92
200,1846.1118,Si I,RAKL67
300,1847.4737,Si I,RAKL67
200,1848.1504,Si I,RAKL67
250,1848.748,Si I,RAKL67
1000 P,1849.499,Hg I,WA63
13,1849.6831,Pt I,SRSA92
400 P,1850.6719,Si I,RAKL67
250,1852.4717,Si I,RAKL67
80,1853.134,Ge I,KE74
40,1853.17,Na II,W71
9,1853.4523,Pt I,SRSA92
40,1853.4523,Pt II,SRSA92
300,1855.2,Se I,RG34
500 P,1857.296,Te I,MV75
700 P,1858.026,Al II,KM91b
600,1858.886,P I,S80
1,1859.16,Cs II,S81
400,1859.393,P I,S80
200 r,1860.086,Ge I,KE74
140,1860.33,Sn I,B64
1000 P,1862.311,Al II,KM91b
80,1867.1302,Pt II,SRSA92
90,1870.41,Pt II,SRSA92
30,1871.1038,Pt II,SRSA92
"400 P,r",1871.154,Sb I,SM02
120 r,1874.256,Ge I,KE74
200,1874.8423,Si I,RAKL67
600 P,1875.564,Ru II,CHR88a
70,1879.1031,Pt II,SRSA92
9,1879.829,Au I,BG78
700,1881.121,Tl II,JKBL96
90,1881.91,Na II,W71
200,1882.568,Sb I,SM02
600 P,1883.0587,Pt II,SRSA92
1,1883.93,Cs II,S81
30,1885.8171,Pt II,SRSA92
600 P,1888.043,Ru II,JJLL94
100,1888.1064,Ne II,P71
140,1889.5226,Pt II,SRSA92
100,1889.712,Ne II,P71
"700 P,r",1890.43,As I,HA85
30,1895.0088,Pt II,SRSA92
30,1897.5769,Pt II,SRSA92
40,1898.1722,Pt II,SRSA92
400,1898.55,Se I,RG34
30,1899.0445,Pt II,SRSA92
300 P,1899.881,Sn II,B64
200,1900.286,S I,KM93
400 P,1901.3377,Si I,RAKL67
1000 P,1902.341,Bi II,WBBF01
15,1903.2186,Pt I,SRSA92
600 P,1903.221,Ru II,JJLL94
200 r,1904.702,Ge I,KE74
200,1907.494,Ne II,P71
"800 P,r",1908.617,Tl II,JKBL96
400 P,1911.7092,Pt II,SRSA92
400,1913.79,Se I,RG34
100,1914.698,S I,KM93
8,1915.1,Mn II,IV64
500 P,1916.0818,Ne II,P71
250 P,1916.816,Ru II,JJLL94
120 r,1917.592,Ge I,KE74
300,1919.19,Se I,RG34
7,1921.25,Mn II,IV64
300,1922.23,Cd II,SP49
40,1928.432,Pt II,SRSA92
250 P,1929.2449,Pt II,SRSA92
40,1929.6829,Pt II,SRSA92
200 r,1929.826,Ge I,KE74
300 P,1930.0345,Ne II,P71
1000 P,1930.906,C I,KE74
50,1934.369,Pt I,SRSA92
1,1935.19,Cs II,S81
6 P,1936.217,In II,B69
100,1937.4245,Pt I,SRSA92
"400 P,r",1937.59,As I,HA85
500 P,1938.008,Ge II,KE74
200,1938.8269,Ne II,P71
