Intensity,Wavelength (Å),Spectrum,Reference
60 P,14999.852,Ba I,KL99
20,15005.307,Kr I,KH69
1000,15018.13,Cm I,CBV76
6 P,15025.0,Mg I,KM91a
5,15040.25,Mg I,KM91a
3,15046.5,Ar I,N73
4,15047.71,Mg I,KM91a
12,15083.64,He I,L70a
10,15099.72,Xe I,H73
600,15151.44,Se I,MV74
1,15172.69,Ar I,N73
25,15209.526,Kr I,KH69
50,15230.714,Ne I,SS04
300,15239.615,Kr I,KH69
1000 s,15281.32,Cf I,CWBV77
9 P,15288.43,Rb I,J61b
2,15289.48,Rb I,J61b
20 c,15293.8,Cs II,S81
50,15295.82,Hg I,H53
20,15326.48,Kr I,KH69
250,15334.958,Kr I,KH69
15 c,15356.61,Cs II,S81
120,15372.037,Kr I,KH69
250,15418.39,Xe I,H73
25,15429.78,Th I,GBCZ74
60,15452.45,Te I,MV75
400,15471.0,Se I,MV74
30,15474.026,Kr I,KH69
90,15546.23,Te I,MV75
15,15557.13,Xe I,H73
1000,15587.12,Cf II,CWBV77
400,15618.4,Se I,MV74
200,15619.966,Y I,P77
1000,15675.92,Cf I,CWBV77
30,15681.02,Kr I,KH69
40,15711.52,P I,S80
8,15730.1,Cl I,RK69
20,15820.09,Kr I,KH69
25,15831.75,Th I,GBCZ74
14,15869.7,Cl I,RK69
25,15888.431,Si I,BE93
25,15979.54,Xe I,H73
1,15989.49,Ar I,N73
10,16039.9,Xe I,H73
100,16053.28,Xe I,H73
5,16157.72,Be I,HJ69
1,16373.85,Na I,R56
1,16388.85,Na I,R56
140,16403.9,Te I,MV75
11 c,16426.14,Cs II,S81
90,16482.92,P I,S80
1,16519.86,Ar I,N73
13,16535.63,Cs I,S81
12,16554.49,Xe I,H73
30,16590.07,P I,S80
400,16659.44,Se I,MV74
30,16726.513,Kr I,KH69
150,16728.15,Xe I,H73
30,16750.429,Al I,KM91b
1000 P,16759.06,Cf II,CWBV77
300,16785.128,Kr I,KH69
600,16813.78,Se I,MV74
5,16819.5,Ag I,S40
150,16853.488,Kr I,KH69
50,16890.38,C I,JL65
400 P,16890.441,Kr I,KH69
250,16896.753,Kr I,KH69
150,16897.369,Pu I,BFG84
300,16935.806,Kr I,KH69
14,16940.58,Ar I,N73
200,17002.47,He I,L70a
25,17012.32,Cs I,S81
50,17072.79,Hg I,H53
100,17098.771,Kr I,KH69
5,17108.63,Mg I,KM91a
400,17123.808,Y I,P77
20,17161.929,Ne I,SS04
80,17303.54,Te I,MV75
25,17307.66,Th I,GBCZ74
150,17325.77,Xe I,H73
250,17366.72,Y I,P77
120,17367.606,Kr I,KH69
25,17381.91,Th I,GBCZ74
20,17404.443,Kr I,KH69
600 P,17422.838,Y I,P77
25,17481.04,Th I,GBCZ74
25,17584.52,Th I,GBCZ74
25,17616.854,Kr I,KH69
1000 s,17626.25,Cf I,CWBV77
500,17663.292,Y I,P77
110,17842.737,Kr I,KH69
1000 P,17903.209,Y I,P77
120,18002.229,Kr I,KH69
200,18021.21,O I,M75b
20,18035.812,Ne I,SS04
1000 P,18049.81,Y I,P77
40,18083.181,Ne I,SS04
9,18083.263,Ne I,SS04
1000,18115.296,Y I,P77
6,18143.54,Be I,KM97
400 P,18167.315,Kr I,KH69
900,18181.765,Y I,P77
15,18221.087,Ne I,SS04
13,18227.016,Ne I,SS04
200,18243.63,O I,M75b
140,18276.642,Ne I,SS04
100,18282.614,Ne I,SS04
110,18291.59,Te I,MV75
70,18303.967,Ne I,SS04
20,18359.094,Ne I,SS04
60,18384.826,Ne I,SS04
90,18389.937,Ne I,SS04
15,18399.786,Kr I,KH69
40,18402.836,Ne I,SS04
60,18422.402,Ne I,SS04
13,18458.64,Ne I,SS04
5 P,18465.25,Na I,R56
40,18475.8,Ne I,SS04
300,18478.61,Pa I,BW92b
1,18555.55,He I,M60a
25,18580.896,Kr I,KH69
70,18591.541,Ne I,SS04
100,18597.698,Ne I,SS04
16,18618.908,Ne I,SS04
20,18625.159,Ne I,SS04
6 c,18636.8,He II,GM65
500,18685.34,He I,L70a
50,18696.294,Kr I,KH69
200,18697.23,He I,L70a
2*,18703.01,Li I,REB95
2*,18703.11,Li I,REB95
